New_York,Rochester
New_York,Yonkers
New_York,Syracuse
North_Carolina,Charlotte
North_Carolina,Raleigh
North_Carolina,Greensboro
North_Carolina,Durham
North_Carolina,Winston-Salem
North_Dakota,Fargo
North_Dakota,Bismarck
North_Dakota,Grand_Forks
North_Dakota,Minot
North_Dakota,West_Fargo
Ohio,Columbus
Ohio,Cleveland
Ohio,Cincinnati
Ohio,Toledo
Ohio,Akron
Oklahoma,Oklahoma_City
Oklahoma,Tulsa
Oklahoma,Norman
Oklahoma,Broken_Arrow
Oklahoma,Lawton
Oregon,Portland
Oregon,Salem
Oregon,Eugene
Oregon,Gresham
Oregon,Hillsboro
Pennsylvania,Philadelphia
Pennsylvania,Pittsburgh
Pennsylvania,Allentown
Pennsylvania,Erie
Pennsylvania,Reading
Rhode_Island,Providence
Rhode_Island,Warwick
Rhode_Island,Cranston
Rhode_Island,Pawtucket
Rhode_Island,East_Providence
South_Carolina,Columbia
South_Carolina,Charleston
South_Carolina,North_Charleston
South_Carolina,Mount_Pleasant
South_Carolina,Rock_Hill
South_Dakota,Sioux_Falls
South_Dakota,Rapid_City
South_Dakota,Aberdeen
South_Dakota,Brookings
South_Dakota,Watertown
Tennessee,Memphis
Tennessee,Nashville
Tennessee,Knoxville
Tennessee,Chattanooga
Tennessee,Clarksville
Texas,Houston
Texas,San_Antonio
Texas,Dallas
Texas,Austin
Texas,Fort_Worth
Utah,Salt_Lake_City
Utah,West_Valley_City
Utah,Provo
Utah,West_Jordan
Utah,Orem
Vermont,Burlington
Vermont,Essex
Vermont,South_Burlington
Vermont,Colchester
Vermont,Rutland
Virginia,Virginia_Beach
Virginia,Norfolk
Virginia,Chesapeake
Virginia,Richmond
Virginia,Newport_News
Washington,Seattle
Washington,Spokane
Washington,Tacoma
Washington,Vancouver
Washington,Bellevue
West_Virginia,Charleston
West_Virginia,Huntington
West_Virginia,Parkersburg
West_Virginia,Morgantown
West_Virginia,Wheeling
Wisconsin,Milwaukee
Wisconsin,Madison
Wisconsin,Green_Bay
Wisconsin,Kenosha
Wisconsin,Racine
Wyoming,Cheyenne
Wyoming,Casper
Wyoming,Laramie
Wyoming,Gillette
Wyoming,Rock_Springs
